"","id_turma","discente","media_final","descricao","letivo","nome_docente","qtd_discentes","postura_profissional_media","postura_profissional_DP","atuacao_profissional_media","atuacao_profissional_DP","autoavaliacao_aluno_media","autoavaliacao_aluno_DP"
"14205",57586369,"d7065f35adb38527779ae07fc9681831","0","CANCELADO",20162,"EVERTON RANIELLY DE SOUSA CAVALCANTE",11,9.67,0.65,9.58,1.16,8.17,2.39
"14208",57586369,"6730c7c62ceced240e79a2bd6b6e4b84","0","CANCELADO",20162,"EVERTON RANIELLY DE SOUSA CAVALCANTE",11,9.67,0.65,9.58,1.16,8.17,2.39
"14211",57586369,"ef23845585300c27a3d72b3489bfd6af","0,3","REPROVADO",20162,"EVERTON RANIELLY DE SOUSA CAVALCANTE",11,9.67,0.65,9.58,1.16,8.17,2.39
"14214",57586369,"b601007c79bc484e733cc9be2d190b27","5,2","APROVADO POR NOTA",20162,"EVERTON RANIELLY DE SOUSA CAVALCANTE",11,9.67,0.65,9.58,1.16,8.17,2.39
"14217",57586369,"7e5e6d2ddb2fe10565ba8a92a472bb7c","3,4","REPROVADO",20162,"EVERTON RANIELLY DE SOUSA CAVALCANTE",11,9.67,0.65,9.58,1.16,8.17,2.39
"14220",57586351,"2cfdb45d8d6f9d042d6e38a4d2f6f844","5,6","APROVADO POR NOTA",20162,"HANDERSON BEZERRA MEDEIROS",41,7.98,2.19,8.78,1.81,8.23,2.23
"14223",57586351,"617c2e34e148a00577d0efeda6edd8ec","6,2","APROVADO POR NOTA",20162,"HANDERSON BEZERRA MEDEIROS",41,7.98,2.19,8.78,1.81,8.23,2.23
"14226",57586351,"5ae28cd41b501ff35073a13dd1370d64","5,9","APROVADO POR NOTA",20162,"HANDERSON BEZERRA MEDEIROS",41,7.98,2.19,8.78,1.81,8.23,2.23
"14229",57586351,"955ba10f8916207996e764ffcb355b02","7,7","APROVADO",20162,"HANDERSON BEZERRA MEDEIROS",41,7.98,2.19,8.78,1.81,8.23,2.23
"14232",57586351,"3ed43166a12be54239ce6710538b9ae7","5","APROVADO POR NOTA",20162,"HANDERSON BEZERRA MEDEIROS",41,7.98,2.19,8.78,1.81,8.23,2.23
"14235",57586351,"b37ad79d4d3c65cfe3d232b9b462f128","8,2","APROVADO",20162,"HANDERSON BEZERRA MEDEIROS",41,7.98,2.19,8.78,1.81,8.23,2.23
"14238",57586351,"7629912c85dc9e2141fe596538cf2c02","7,9","APROVADO",20162,"HANDERSON BEZERRA MEDEIROS",41,7.98,2.19,8.78,1.81,8.23,2.23
"14241",57586351,"a2b2ef559d7913f7f419197a1beb2e8c","6","APROVADO POR NOTA",20162,"HANDERSON BEZERRA MEDEIROS",41,7.98,2.19,8.78,1.81,8.23,2.23
"14244",57586351,"d7065f35adb38527779ae07fc9681831","0","CANCELADO",20162,"HANDERSON BEZERRA MEDEIROS",41,7.98,2.19,8.78,1.81,8.23,2.23
"14247",57586351,"01520db6ce2ca85f5b119463328ccb93","5,7","APROVADO POR NOTA",20162,"HANDERSON BEZERRA MEDEIROS",41,7.98,2.19,8.78,1.81,8.23,2.23
"14250",57586351,"057fdfe31ce7ff67e6de782fd459a5e7","5,4","APROVADO POR NOTA",20162,"HANDERSON BEZERRA MEDEIROS",41,7.98,2.19,8.78,1.81,8.23,2.23
"14253",57586351,"97fe348def50c5c3375b5167701c7202","6,3","APROVADO POR NOTA",20162,"HANDERSON BEZERRA MEDEIROS",41,7.98,2.19,8.78,1.81,8.23,2.23
"14256",57586351,"ef23845585300c27a3d72b3489bfd6af","4,8","REPROVADO",20162,"HANDERSON BEZERRA MEDEIROS",41,7.98,2.19,8.78,1.81,8.23,2.23
"14259",57586351,"3b199391b2bccc3e1fb8607c1869286c","6,2","APROVADO POR NOTA",20162,"HANDERSON BEZERRA MEDEIROS",41,7.98,2.19,8.78,1.81,8.23,2.23
"14262",57586351,"29b10522d4aa554c31df491e96a7c3c1","5,3","APROVADO POR NOTA",20162,"HANDERSON BEZERRA MEDEIROS",41,7.98,2.19,8.78,1.81,8.23,2.23
"14265",57586351,"b21b7745501984bf9744f5d40b2213d7","6,9","APROVADO POR NOTA",20162,"HANDERSON BEZERRA MEDEIROS",41,7.98,2.19,8.78,1.81,8.23,2.23
"14268",57586351,"d6f516936b31fd59cfb141d6cab61534","2","CANCELADO",20162,"HANDERSON BEZERRA MEDEIROS",41,7.98,2.19,8.78,1.81,8.23,2.23
"14271",57586351,"dac8ccc113e153d1adee62d112a3723d","2,6","REPROVADO",20162,"HANDERSON BEZERRA MEDEIROS",41,7.98,2.19,8.78,1.81,8.23,2.23
"14274",57586351,"9fbef6b0ba4d38d7de8ef9e9640e24f8","5,5","APROVADO POR NOTA",20162,"HANDERSON BEZERRA MEDEIROS",41,7.98,2.19,8.78,1.81,8.23,2.23
"14277",57586351,"23098723b9dcb1e7ec6616f6b25a4da7","2,3","CANCELADO",20162,"HANDERSON BEZERRA MEDEIROS",41,7.98,2.19,8.78,1.81,8.23,2.23
"14280",57586351,"e8276e72614c5828286b43d50704d1a0","6,8","APROVADO POR NOTA",20162,"HANDERSON BEZERRA MEDEIROS",41,7.98,2.19,8.78,1.81,8.23,2.23
"14283",57586351,"c62cb04038e4dc1c8c4289869343a181","6,5","APROVADO POR NOTA",20162,"HANDERSON BEZERRA MEDEIROS",41,7.98,2.19,8.78,1.81,8.23,2.23
"14286",57586351,"cad6b54f775ee7b8175d00d546d97e48","7,6","APROVADO",20162,"HANDERSON BEZERRA MEDEIROS",41,7.98,2.19,8.78,1.81,8.23,2.23
"14289",57586351,"cc364fa09dc14ded1d4ed507e2577f93","0","CANCELADO",20162,"HANDERSON BEZERRA MEDEIROS",41,7.98,2.19,8.78,1.81,8.23,2.23
"14292",57586351,"8ac0038ac22bc02fbbd50f5716e63380","2,7","CANCELADO",20162,"HANDERSON BEZERRA MEDEIROS",41,7.98,2.19,8.78,1.81,8.23,2.23
"14295",57586351,"bd86caad99c6c1918116616f865ad2ba","5,8","APROVADO POR NOTA",20162,"HANDERSON BEZERRA MEDEIROS",41,7.98,2.19,8.78,1.81,8.23,2.23
"14298",57586351,"a3447dfd4757895689db419306f43b65","8,5","APROVADO",20162,"HANDERSON BEZERRA MEDEIROS",41,7.98,2.19,8.78,1.81,8.23,2.23
"14301",57586312,"80f9d9e023fb9a2d30a678e02184bd23","0,9","REPROVADO POR MÉDIA E POR FALTAS",20162,"CARLOS PROLO",33,9.67,1.32,8.84,1.78,6.9,3.45
"14304",57586312,"15ce11b7e21c47c687f7008c288e12b5","0","CANCELADO",20162,"CARLOS PROLO",33,9.67,1.32,8.84,1.78,6.9,3.45
"14307",57586312,"7901c82325a02d86f8003f9733af91ff","5,5","APROVADO POR NOTA",20162,"CARLOS PROLO",33,9.67,1.32,8.84,1.78,6.9,3.45
"14310",57586312,"1551549a775b9528d1b669317f427bb7","6,1","APROVADO POR NOTA",20162,"CARLOS PROLO",33,9.67,1.32,8.84,1.78,6.9,3.45
"14313",57586312,"c7adcdf74f60ba578cbd9688bcf806f4","0,5","REPROVADO POR MÉDIA E POR FALTAS",20162,"CARLOS PROLO",33,9.67,1.32,8.84,1.78,6.9,3.45
"14316",57586312,"dfaa90045bbd3b43baaf84ea749170c0","1,8","CANCELADO",20162,"CARLOS PROLO",33,9.67,1.32,8.84,1.78,6.9,3.45
"14319",57586312,"7629912c85dc9e2141fe596538cf2c02","7,4","APROVADO",20162,"CARLOS PROLO",33,9.67,1.32,8.84,1.78,6.9,3.45
"14322",57586312,"b1c23d852f313852dd316ca9dbd20743","1,1","REPROVADO",20162,"CARLOS PROLO",33,9.67,1.32,8.84,1.78,6.9,3.45
"14325",57586312,"54eb40f89dfde1d04768aec17415cf6a","7","APROVADO",20162,"CARLOS PROLO",33,9.67,1.32,8.84,1.78,6.9,3.45
"14328",57586312,"b554a7595a1fc91654a00f846c41dc6f","1,5","CANCELADO",20162,"CARLOS PROLO",33,9.67,1.32,8.84,1.78,6.9,3.45
"14331",57586312,"219a828b09cba8d74404f9921a0368ae","1,2","REPROVADO POR MÉDIA E POR FALTAS",20162,"CARLOS PROLO",33,9.67,1.32,8.84,1.78,6.9,3.45
"14334",57586312,"2cfdb45d8d6f9d042d6e38a4d2f6f844","5,6","APROVADO POR NOTA",20162,"CARLOS PROLO",33,9.67,1.32,8.84,1.78,6.9,3.45
"14337",57586312,"aa00f9c2f38e7757521cf0d96b480b90","2,7","REPROVADO POR MÉDIA E POR FALTAS",20162,"CARLOS PROLO",33,9.67,1.32,8.84,1.78,6.9,3.45
"14340",57586312,"e2bab0608ef0a1536803194e5d804a95","1,4","REPROVADO POR MÉDIA E POR FALTAS",20162,"CARLOS PROLO",33,9.67,1.32,8.84,1.78,6.9,3.45
"14343",57586312,"42c5b3eae4f43a944b61e08156686897","2,2","REPROVADO POR MÉDIA E POR FALTAS",20162,"CARLOS PROLO",33,9.67,1.32,8.84,1.78,6.9,3.45
"14346",57586312,"f73081dbc602040814c93189278982a8","5,2","APROVADO POR NOTA",20162,"CARLOS PROLO",33,9.67,1.32,8.84,1.78,6.9,3.45
"14349",57586312,"08afbd5ff2fdb57dac550ff7aa318919","2,8","REPROVADO POR MÉDIA E POR FALTAS",20162,"CARLOS PROLO",33,9.67,1.32,8.84,1.78,6.9,3.45
"14352",57586312,"955ba10f8916207996e764ffcb355b02","1","REPROVADO",20162,"CARLOS PROLO",33,9.67,1.32,8.84,1.78,6.9,3.45
"14355",57586312,"2b7ba283f9cfce00d43239e9257b4a8e","5,2","APROVADO POR NOTA",20162,"CARLOS PROLO",33,9.67,1.32,8.84,1.78,6.9,3.45
"14358",57586312,"e8276e72614c5828286b43d50704d1a0","1,2","REPROVADO POR MÉDIA E POR FALTAS",20162,"CARLOS PROLO",33,9.67,1.32,8.84,1.78,6.9,3.45
"14361",57586312,"145971819a41bdb9c21db58abc80c528","0,1","CANCELADO",20162,"CARLOS PROLO",33,9.67,1.32,8.84,1.78,6.9,3.45
"14364",57586312,"29b10522d4aa554c31df491e96a7c3c1","0,8","REPROVADO POR MÉDIA E POR FALTAS",20162,"CARLOS PROLO",33,9.67,1.32,8.84,1.78,6.9,3.45
"14367",57586312,"266fccea14a24e789e61aef49b0383f2","3","CANCELADO",20162,"CARLOS PROLO",33,9.67,1.32,8.84,1.78,6.9,3.45
"14370",57586312,"022973be8e45cebfcfccaa70dfede99b","2,9","CANCELADO",20162,"CARLOS PROLO",33,9.67,1.32,8.84,1.78,6.9,3.45
"14373",57586312,"b25a25399dc37c059edb5dd15c53e52d","0,5","REPROVADO",20162,"CARLOS PROLO",33,9.67,1.32,8.84,1.78,6.9,3.45
"14376",57586312,"5beb76a2077fb88512eba8c9cbcbc1dc","0","CANCELADO",20162,"CARLOS PROLO",33,9.67,1.32,8.84,1.78,6.9,3.45
"14379",57586679,"6c6b4c2a2b5eedece4db86db34894535","9,3","APROVADO",20162,"ANTONIO CARLOS GAY THOME",10,9.61,0.98,9.03,1.57,9.32,1.76
"14382",57586679,"bc2bc7b8d6d7550aeaf952fd146e716e","7,6","APROVADO",20162,"ANTONIO CARLOS GAY THOME",10,9.61,0.98,9.03,1.57,9.32,1.76
"14385",57586679,"290f0b6d3d787b505e16ee47aad36eae","7,3","APROVADO",20162,"ANTONIO CARLOS GAY THOME",10,9.61,0.98,9.03,1.57,9.32,1.76
"14388",57586679,"b272979543ada0403e8901e0ba5b3ab7","5,7","APROVADO POR NOTA",20162,"ANTONIO CARLOS GAY THOME",10,9.61,0.98,9.03,1.57,9.32,1.76
"14403",57586288,"b9c4d0adc55c78cfa8218eff023f3c47","5,4","APROVADO POR NOTA",20162,"LUCIANA VIEIRA ANDRADE",15,9.71,0.61,9.59,0.8,8.12,2.07
"14406",57586288,"cc5a82144563d5e8cdab8202a1346345","6,6","APROVADO POR NOTA",20162,"LUCIANA VIEIRA ANDRADE",15,9.71,0.61,9.59,0.8,8.12,2.07
"14409",57586288,"9d8dcee687180154493648b599a313c3","4,2","REPROVADO",20162,"LUCIANA VIEIRA ANDRADE",15,9.71,0.61,9.59,0.8,8.12,2.07
"14412",57586288,"04db5ca11d1ed89498b4eb811dbebe1f","4","REPROVADO",20162,"LUCIANA VIEIRA ANDRADE",15,9.71,0.61,9.59,0.8,8.12,2.07
"14415",57586288,"6730c7c62ceced240e79a2bd6b6e4b84","0","CANCELADO",20162,"LUCIANA VIEIRA ANDRADE",15,9.71,0.61,9.59,0.8,8.12,2.07
"14418",57586288,"35e70ecdb4c5bbd5a3bd9762261f1e5a","7,7","APROVADO",20162,"LUCIANA VIEIRA ANDRADE",15,9.71,0.61,9.59,0.8,8.12,2.07
"14421",57586288,"2ecaa1fe979928f8d6b7dbffe57bd28b","1,6","CANCELADO",20162,"LUCIANA VIEIRA ANDRADE",15,9.71,0.61,9.59,0.8,8.12,2.07
"14424",57586288,"782b0569878bfa3dadbf43f5325ba70c","0","CANCELADO",20162,"LUCIANA VIEIRA ANDRADE",15,9.71,0.61,9.59,0.8,8.12,2.07
"14427",57586288,"d01ee6d4e4283d76b5891bbfd5a3dfee","0","REPROVADO POR MÉDIA E POR FALTAS",20162,"LUCIANA VIEIRA ANDRADE",15,9.71,0.61,9.59,0.8,8.12,2.07
"14430",57586288,"69ad026fcf027c449e2f6b8f57865316","0,8","REPROVADO POR MÉDIA E POR FALTAS",20162,"LUCIANA VIEIRA ANDRADE",15,9.71,0.61,9.59,0.8,8.12,2.07
"14433",57586288,"23bc90b5b8c1516c2b9c3f188eaede4c","0","CANCELADO",20162,"LUCIANA VIEIRA ANDRADE",15,9.71,0.61,9.59,0.8,8.12,2.07
"14436",57586288,"ba9383174869ca39b0626c17eac4630f","1,5","REPROVADO POR MÉDIA E POR FALTAS",20162,"LUCIANA VIEIRA ANDRADE",15,9.71,0.61,9.59,0.8,8.12,2.07
"14439",57586288,"8adfd36bd28efb815197f6837af8b2b9","5,4","APROVADO POR NOTA",20162,"LUCIANA VIEIRA ANDRADE",15,9.71,0.61,9.59,0.8,8.12,2.07
"14442",57586288,"a0937a1ddb1f639da07fb790350fcc42","0","CANCELADO",20162,"LUCIANA VIEIRA ANDRADE",15,9.71,0.61,9.59,0.8,8.12,2.07
"14445",57586288,"566f0341d91ffbd66795dbe779139b88","5","APROVADO POR NOTA",20162,"LUCIANA VIEIRA ANDRADE",15,9.71,0.61,9.59,0.8,8.12,2.07
"14454",57587418,"cc5a82144563d5e8cdab8202a1346345","5,3","APROVADO POR NOTA",20162,"CHARLES ANDRYE GALVAO MADEIRA",41,9.8,0.45,9.34,1.22,8.61,1.97
"14457",57587418,"51a920b9ab104a241c04fe06fcd5351d","5,7","APROVADO POR NOTA",20162,"CHARLES ANDRYE GALVAO MADEIRA",41,9.8,0.45,9.34,1.22,8.61,1.97
"14460",57587418,"15ce11b7e21c47c687f7008c288e12b5","0","CANCELADO",20162,"CHARLES ANDRYE GALVAO MADEIRA",41,9.8,0.45,9.34,1.22,8.61,1.97
"14463",57587418,"5d526913182eab50450459372c9caba6","5,9","APROVADO POR NOTA",20162,"CHARLES ANDRYE GALVAO MADEIRA",41,9.8,0.45,9.34,1.22,8.61,1.97
"14466",57587418,"876c9810d6f4b25797d73c942f55764e","5","APROVADO POR NOTA",20162,"CHARLES ANDRYE GALVAO MADEIRA",41,9.8,0.45,9.34,1.22,8.61,1.97
"14469",57587418,"a2b2ef559d7913f7f419197a1beb2e8c","7,1","APROVADO",20162,"CHARLES ANDRYE GALVAO MADEIRA",41,9.8,0.45,9.34,1.22,8.61,1.97
"14472",57587418,"85f5cfc840df651daa907c24a915b112","8","APROVADO",20162,"CHARLES ANDRYE GALVAO MADEIRA",41,9.8,0.45,9.34,1.22,8.61,1.97
"14475",57587418,"26ea315f34d7ab18e0b0df9bbc6b55c8","1,2","REPROVADO POR MÉDIA E POR FALTAS",20162,"CHARLES ANDRYE GALVAO MADEIRA",41,9.8,0.45,9.34,1.22,8.61,1.97
"14478",57587418,"ee003ecd6651bbc694b2d2b6d941a12a","8,4","APROVADO",20162,"CHARLES ANDRYE GALVAO MADEIRA",41,9.8,0.45,9.34,1.22,8.61,1.97
"14481",57587418,"031f770bcf375f49e972b2114967fb3b","8","APROVADO",20162,"CHARLES ANDRYE GALVAO MADEIRA",41,9.8,0.45,9.34,1.22,8.61,1.97
"14484",57587418,"5a5d94d46b85d1bec85b6a0b0a0b826b","7,2","APROVADO",20162,"CHARLES ANDRYE GALVAO MADEIRA",41,9.8,0.45,9.34,1.22,8.61,1.97
"14487",57587418,"2f3ddd3422eac41c4eab738d4796a813","5,8","APROVADO POR NOTA",20162,"CHARLES ANDRYE GALVAO MADEIRA",41,9.8,0.45,9.34,1.22,8.61,1.97
"14490",57587418,"c9facdfcedfc62c2cc6503fa7092acdc","5,6","APROVADO POR NOTA",20162,"CHARLES ANDRYE GALVAO MADEIRA",41,9.8,0.45,9.34,1.22,8.61,1.97
"14493",57587418,"2849447e693afb0816767beb8dc0a942","6,6","APROVADO POR NOTA",20162,"CHARLES ANDRYE GALVAO MADEIRA",41,9.8,0.45,9.34,1.22,8.61,1.97
"14496",57587418,"dc3a33710b86223239beeb2912087c4c","1,6","REPROVADO POR MÉDIA E POR FALTAS",20162,"CHARLES ANDRYE GALVAO MADEIRA",41,9.8,0.45,9.34,1.22,8.61,1.97
"14499",57587418,"77224df23dc1c8689d7d8f68522925d1","6,8","APROVADO POR NOTA",20162,"CHARLES ANDRYE GALVAO MADEIRA",41,9.8,0.45,9.34,1.22,8.61,1.97
"14502",57587418,"25d2bd21cd76c59793f8a006c03cf6b9","6,2","APROVADO POR NOTA",20162,"CHARLES ANDRYE GALVAO MADEIRA",41,9.8,0.45,9.34,1.22,8.61,1.97
"14505",57587418,"2b366f50d21194c4a826929a4e10ef35","7,5","APROVADO",20162,"CHARLES ANDRYE GALVAO MADEIRA",41,9.8,0.45,9.34,1.22,8.61,1.97
"14508",57587418,"83729736aa539851727de8ecb2c3529a","6,7","APROVADO POR NOTA",20162,"CHARLES ANDRYE GALVAO MADEIRA",41,9.8,0.45,9.34,1.22,8.61,1.97
"14511",57587418,"f107af92ed3175324ec2cccfe0c84a99","7,1","APROVADO",20162,"CHARLES ANDRYE GALVAO MADEIRA",41,9.8,0.45,9.34,1.22,8.61,1.97
"14514",57587418,"e9d6de9abdc370f15315dc188cf3a24f","7,2","APROVADO",20162,"CHARLES ANDRYE GALVAO MADEIRA",41,9.8,0.45,9.34,1.22,8.61,1.97
"14517",57587418,"9de5a45b273eed9e848cf6f2f9340909","6","APROVADO POR NOTA",20162,"CHARLES ANDRYE GALVAO MADEIRA",41,9.8,0.45,9.34,1.22,8.61,1.97
"14520",57587418,"24292b4819c3eca27d1e7dfadc935a4b","0","CANCELADO",20162,"CHARLES ANDRYE GALVAO MADEIRA",41,9.8,0.45,9.34,1.22,8.61,1.97
"14523",57586319,"a9009f3acdfa692fcbc2285b98494ab9","6,2","APROVADO POR NOTA",20162,"ATHANASIOS TSOUANAS",10,9.56,0.78,8.42,2.72,7.84,2.92
"14526",57586319,"06347e568467ce4d324969c9b30d84f1","1,8","REPROVADO",20162,"ATHANASIOS TSOUANAS",10,9.56,0.78,8.42,2.72,7.84,2.92
"14529",57586319,"d2c147cbc8a3ca5ee5b1e862ce2c8f70","2,5","REPROVADO",20162,"ATHANASIOS TSOUANAS",10,9.56,0.78,8.42,2.72,7.84,2.92
"14532",57586319,"d6f516936b31fd59cfb141d6cab61534","0","CANCELADO",20162,"ATHANASIOS TSOUANAS",10,9.56,0.78,8.42,2.72,7.84,2.92
"14535",57586319,"63ef3dc914e1cf8398d15847201c3350","0,4","REPROVADO",20162,"ATHANASIOS TSOUANAS",10,9.56,0.78,8.42,2.72,7.84,2.92
"14541",57586319,"daa5b8a9cdceab048c8fff81a0a799b8","0","REPROVADO",20162,"ATHANASIOS TSOUANAS",10,9.56,0.78,8.42,2.72,7.84,2.92
"14553",57586669,"b9c4d0adc55c78cfa8218eff023f3c47","5,7","APROVADO POR NOTA",20162,"EVERTON RANIELLY DE SOUSA CAVALCANTE",37,9.82,0.54,9.38,1.51,8.58,2.24
"14556",57586669,"51a920b9ab104a241c04fe06fcd5351d","7,5","APROVADO",20162,"EVERTON RANIELLY DE SOUSA CAVALCANTE",37,9.82,0.54,9.38,1.51,8.58,2.24
"14559",57586669,"56045f32bca98dc55ed43c9f24a1dbae","8","APROVADO",20162,"EVERTON RANIELLY DE SOUSA CAVALCANTE",37,9.82,0.54,9.38,1.51,8.58,2.24
"14562",57586669,"5dac5cab88de4928bbc3095150f768ff","4,4","CANCELADO",20162,"EVERTON RANIELLY DE SOUSA CAVALCANTE",37,9.82,0.54,9.38,1.51,8.58,2.24
